id,twitid,date,text,beeline,mts,megafon,tele2,rostelecom,komstar,skylink
205,492653879579130000,1406292812,"Похоже Ростелеком только и умеет, что доступ к неугодным ресурсам закрывать https://t.co/m3ANE7VCg8",,,,,-1,,
206,492654638135790000,1406292993,"@Beeline_RUS Как на вопрос ""почему не доходят СМС"" мне придурки заявляют ""вам надо поставить антивирус"". Хорошо,что не переустановить ось...",-1,,,,,,
207,492657179712050000,1406293599,http://t.co/BEbCPPEdAI БИЛАЙН kz,0,,,,,,
208,492659514299420000,1406294156,коннект скачать программу http://t.co/qqlNE3klfH мегафон,,,0,,,,
209,492660498102770000,1406294390,СИМКУ МТС КУПИЛА,,0,,,,,
210,492662156635420000,1406294786,"@KonaYuki_U я вот тоже думала билайн брать, спасибо)",1,,,,,,
211,492663506916090000,1406295107,"мтс ограничил инет,круто",,-1,,,,,
212,492663970327990000,1406295218,как активировать usb модем билайн http://t.co/z7unAOR9Ia,0,,,,,,
213,492664019283870000,1406295230,Мтс и ростелеком просто сговорились и убивают  меня,,-1,,,-1,,
214,492664385815730000,1406295317,"@defythestars, если вопрос не решен, то, пожалуйста, уточните номер МТС, контактный номер. Постараемся помочь. ^ДП #МТС",,0,,,,,
215,492664706419530000,1406295393,МТС рапортует о росте продаж смартфонов в своих магазнах http://t.co/0aw6oZE4Qt,,0,,,,,
216,492664992240780000,1406295462,Попросила в МТС наклеить пленку на телефон. Целый атракцион.,,-1,,,,,
217,492665455702590000,1406295572,"Билайн, я все понимаю, но у меня День Рождения ЗАВТРА!",-1,,,,,,
218,492666467515520000,1406295813,Алай приглашает меня на экскурсию в МТС ахахах,,0,,,,,
219,492666999739540000,1406295940,МТС проследит за поведением водителей: http://t.co/yi9jDvnZlQ,,1,,,,,
220,492667087845060000,1406295961,"Кто дошёл-таки до Ростелекома или получил ключ по почте - те молодцы! Респект, товарищи!",,,,,1,,
221,492672146426970000,1406297167,Все друзья у кого МТС часто на минусе ходят) хз вот брать МТС или нет),,+-,,,,,
222,492672504293780000,1406297253,"@amaranth815 переходи на мегафон с сохранением номера. Там отличный инет, низкие цены и нет смс спама.",,,1,,,,
223,492672546530420000,1406297263,"Скажите мне, безлимитный интернет МТС будет работать в Краснодарском крае?",,0,,,,,
1116,493629525637350000,1406525424,@bad_master_777 Если будут вопросы – пишите нам! @MegaFon_CF_Help,,,0,,,,
224,492673002111500000,1406297371,"RT @okophoto: «Билайн» объявил о запуске сети 4G в Орловском регионе

http://t.co/NnxPy64T6u

#Билайн #Орел #Орлец #4G #LTE http://t.co/0FX…",0,,,,,,
225,492673045656800000,1406297382,https://t.co/hwmOcqhd0V Знакомтсва по украине,,--,,,,,
226,492673446145290000,1406297477,«Билайн» создает удобное web-пространство для корпоративных клиентов,1,,,,,,
227,492673840045380000,1406297571,"RT @malferov: Трусливый Билайн отказывается признавать факт спама, называя скриншот экрана - подделкой. https://t.co/7Db8X9vgKQ http://t.co…",-1,,,,,,
228,492673924782880000,1406297591,"Ставлю 5 баллов фильму ""Метод Фрейда. 11 серия"" из «Видеопроката» Интерактивного ТВ Ростелеком",,,,,1,,
229,492674712678710000,1406297779,"Интернет у МТС в Парке Горького, я бы сказал, не получается. Тупилово в стиле ""E""",,-1,,,,,
230,492675065792960000,1406297863,Билайн опять из аквариума выполз...НУ ЧТО ЗА ЧЕРЕПАХА ТАКАЯ,-1,,,,,,
231,492675550079510000,1406297979,Муж с каждым годом становмтся наглее,,-1,,,,,
232,492675645009180000,1406298001,Пост записи участников Блогерских Игрищ МТС http://t.co/vmsjiTRcGe #играемпорусски #мтс,,0,,,,,
233,492678630804590000,1406298713,RT @t_felg: А что опять с ебучим билайном???? Мне надо сто звонков сделать перед вылетом. А сети опять нет!Перезагружала. Симку проверяли н…,-1,,,,,,
234,492679932645240000,1406299024,RT @pressa71: В сети Tele2 увеличилась доля смартфонов #Тула #Туляк #Туларулит http://t.co/MOpnxXURfO,,,,0,,,
235,492680951873680000,1406299267,2804 мтс обновление прошивки http://t.co/QTYtf1gPiI fast,,0,,,,,
236,492681933932230000,1406299501,@t_felg мегафон тоже довольно так ебучий.,,,-1,,,,
237,492681934779460000,1406299501,"Вы еще не воспользовались нашей новой услугой, а мы уже сняли с вас деньги. МТС: на шаг впереди!",,-1,,,,,
